repo_name,test_func,main_api,sec_op,var_type,var,scope,violated_path_num,score
kernel,tpci200_pci_probe,pci_dev_get,pci_dev_put,retval,,Global,4,6.76
kernel,pci_iov_add_virtfn,pci_dev_get,pci_dev_put,retval,virtfn->physfn,Global,4,6.76
kernel,acpiphp_enumerate_slots,pci_dev_get,pci_dev_put,retval,bridge->pci_dev,Global,4,6.76
kernel,kfd_build_sysfs_node_entry,kobject_create_and_add,kobject_put,retval,dev->kobj_mem,Global,19,6.7
kernel,cxgbi_hbas_add,pci_dev_get,pci_dev_put,retval,,Global,2,6.36
kernel,platform_irqchip_probe,of_irq_find_parent,of_node_put,retval,par_np,Global,5,5.95
kernel,azx_first_init,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_ATI,Global,24,5.88
kernel,i3c_master_register,of_node_get,of_node_put,retval,master->dev.of_node,Global,18,5.56
kernel,ppc4xx_probe_pciex_bridge,of_node_get,of_node_put,retval,port->node,Global,18,5.56
kernel,fsl_guts_probe,of_find_node_by_path,of_node_put,retval,root,Global,8,5.12
kernel,haswell_mci_bind_devs,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_INTEL,Global,20,5.08
kernel,mlxreg_lc_probe,i2c_get_adapter,i2c_put_adapter,retval,data->hpdev.adapter,Global,2,4.97
kernel,timbradio_probe,i2c_get_adapter,i2c_put_adapter,retval,,Global,2,4.97
kernel,sta2x11_vip_init_one,i2c_get_adapter,i2c_put_adapter,retval,vip->adapter,Global,2,4.97
kernel,mlxreg_hotplug_device_create,i2c_get_adapter,i2c_put_adapter,retval,data->hpdev.adapter,Global,2,4.97
kernel,vio_init,of_find_node_by_name,of_node_put,retval,cdev_node,Global,6,4.93
kernel,fadump_init_files,kobject_create_and_add,kobject_put,retval,fadump_kobj,Global,10,4.9
kernel,probe_uninorth,of_find_node_by_name,of_node_put,retval,uninorth_node,Global,5,4.73
kernel,via_pmu_start,of_find_node_by_name,of_node_put,retval,gpio_node,Global,5,4.73
kernel,of_alias_scan,of_find_node_by_path,of_node_put,retval,of_aliases,Global,6,4.72
kernel,broadwell_mci_bind_devs,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_INTEL,Global,18,4.68
kernel,pasemi_dma_init,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_PASEMI,Global,18,4.68
kernel,pci_amd_enable_64bit_bar,pci_get_device,pci_dev_put,arg0,dev,Para,15,4.48
kernel,arm_dt_init_cpu_maps,of_find_node_by_path,of_node_put,retval,cpus,Global,4,4.33
kernel,snd_pmac_detect,of_find_node_by_name,of_node_put,retval,chip->node,Global,3,4.33
kernel,i8042_platform_init,of_find_node_by_path,of_node_put,retval,root,Global,3,4.12
kernel,opal_sys_param_init,kobject_create_and_add,kobject_put,retval,sysparam_kobj,Global,6,4.1
kernel,sis5595_setup,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_SI,Global,15,4.08
kernel,cgx_print_stats,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_CAVIUM,Global,15,4.08
kernel,qcom_smd_parse_edge,of_node_get,of_node_put,retval,edge->of_node,Global,10,3.96
kernel,dmi_init,kobject_create_and_add,kobject_put,retval,dmi_kobj,Global,5,3.9
kernel,opal_powercap_init,kobject_create_and_add,kobject_put,retval,powercap_kobj,Global,4,3.7
kernel,efi_mokvar_sysfs_init,kobject_create_and_add,kobject_put,retval,mokvar_kobj,Global,4,3.7
kernel,widget_tree_create,kobject_create_and_add,kobject_put,retval,tree->root,Global,4,3.7
kernel,intel_rng_mod_init,pci_get_device,pci_dev_put,arg0,pci_tbl,Global,13,3.68
kernel,sis630_setup,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_SI,Global,13,3.68
kernel,update_usages_of_a_phandle_reference,of_node_get,of_node_put,retval,,Global,8,3.56
kernel,hvc_opal_init_early,of_node_get,of_node_put,retval,stdout_node,Global,8,3.56
kernel,of_amba_device_create,of_node_get,of_node_put,retval,dev->dev.of_node,Global,8,3.56
kernel,intel_pstate_sysfs_expose_params,kobject_create_and_add,kobject_put,retval,intel_pstate_kobject,Global,3,3.5
kernel,acpi_tables_sysfs_init,kobject_create_and_add,kobject_put,retval,tables_kobj,Global,3,3.5
kernel,btrfs_sysfs_add_qgroups,kobject_create_and_add,kobject_put,retval,fs_info->qgroups_kobj,Global,3,3.5
kernel,opalcore_init,kobject_create_and_add,kobject_put,retval,mpipl_kobj,Global,3,3.5
kernel,bcache_init,kobject_create_and_add,kobject_put,retval,bcache_kobj,Global,3,3.5
kernel,enable_arbiter_disable,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_VIA,Global,12,3.48
kernel,init_scx200_docflash,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_NS,Global,12,3.48
kernel,falcon_probe_nic,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_SOLARFLARE,Global,12,3.48
kernel,sis5595_pci_probe,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_SI,Global,12,3.48
kernel,via_init_one,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_VIA,Global,12,3.48
kernel,i2c_pnx_probe,of_node_get,of_node_put,retval,alg_data->adapter.dev.of_node,Global,7,3.36
kernel,fsi_master_gpio_probe,of_node_get,of_node_put,retval,master->master.dev.of_node,Global,7,3.36
kernel,of_create_spu,of_node_get,of_node_put,retval,spu->devnode,Global,7,3.36
kernel,uv_sysfs_init,kobject_create_and_add,kobject_put,retval,sgi_uv_kobj,Global,2,3.3
kernel,speakup_kobj_init,kobject_create_and_add,kobject_put,retval,accessibility_kobj,Global,2,3.3
kernel,rtrs_srv_create_once_sysfs_root_folders,kobject_create_and_add,kobject_put,retval,srv->kobj_paths,Global,2,3.3
kernel,ext4_init_sysfs,kobject_create_and_add,kobject_put,retval,ext4_root,Global,2,3.3
kernel,pm_init,kobject_create_and_add,kobject_put,retval,power_kobj,Global,2,3.3
kernel,secvar_sysfs_init,kobject_create_and_add,kobject_put,retval,secvar_kobj,Global,2,3.3
kernel,btrfs_sysfs_add_fsid,kobject_create_and_add,kobject_put,retval,fs_devs->devices_kobj,Global,2,3.3
kernel,get_all_munits,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_INTEL,Global,11,3.28
kernel,rockchip_gpiolib_register,of_node_get,of_node_put,retval,gc->of_node,Global,6,3.16
kernel,alim7101_wdt_init,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_AL,Global,10,3.08
kernel,stm32_dmamux_route_allocate,of_find_device_by_node,put_device,retval,pdev,Global,8,3.04
kernel,gpio_halt_probe,of_find_matching_node,of_node_put,retval,halt_node,Global,4,2.99
kernel,am65_cpsw_nuss_init_slave_ports,of_node_get,of_node_put,retval,port->slave.phy_node,Global,5,2.96
kernel,platform_device_register_full,of_node_get,of_node_put,retval,pdev->dev.of_node,Global,5,2.96
kernel,viafb_get_fb_size_from_pci,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_VIA,Global,9,2.88
kernel,apple_dart_of_xlate,of_find_device_by_node,put_device,retval,iommu_pdev,Global,7,2.84
kernel,rcar_sysc_pd_init,of_find_compatible_node,of_node_put,retval,has_cpg_mstp,Global,6,2.79
kernel,pasemi_mac_probe,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_PASEMI,Global,8,2.68
kernel,hvfb_getmem,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_MICROSOFT,Global,8,2.68
kernel,init_pmc551,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_V3_SEMI,Global,8,2.68
kernel,sbridge_get_onedevice,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_INTEL,Global,8,2.68
kernel,lpc18xx_dmamux_reserve,of_find_device_by_node,put_device,retval,pdev,Global,6,2.64
kernel,cm_init,of_find_matching_node,of_node_put,retval,cm,Global,2,2.59
kernel,i2c_new_client_device,of_node_get,of_node_put,retval,client->dev.of_node,Global,3,2.56
kernel,__fixed_phy_register,of_node_get,of_node_put,retval,,Global,3,2.56
kernel,ehea_register_port,of_node_get,of_node_put,retval,port->ofdev.dev.of_node,Global,3,2.56
kernel,cpsw_probe_dt,of_node_get,of_node_put,retval,slave_data->phy_node,Global,3,2.56
kernel,init_l440gx,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_INTEL,Global,7,2.48
kernel,i82875p_setup_overfl_dev,pci_get_device,pci_dev_put,arg0,PCI_VEND_DEV,Global,7,2.48
kernel,check_tylersburg_isoch,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_INTEL,Global,7,2.48
kernel,amd_chipset_sb_type_init,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_ATI,Global,7,2.48
kernel,ti_am335x_xbar_route_allocate,of_find_device_by_node,put_device,retval,pdev,Global,5,2.44
kernel,hidma_mgmt_of_populate_channels,of_find_device_by_node,put_device,retval,pdev_parent,Global,5,2.44
kernel,genpd_dev_pm_attach_by_id,of_node_get,of_node_put,retval,virt_dev->of_node,Global,2,2.36
kernel,komeda_parse_dt,of_node_get,of_node_put,retval,mdev->pipelines[pipe_id]->of_node,Global,2,2.36
kernel,pata_macio_pci_attach,of_node_get,of_node_put,retval,priv->node,Global,2,2.36
kernel,pata_macio_attach,of_node_get,of_node_put,retval,priv->node,Global,2,2.36
kernel,cpm_i2c_probe,of_node_get,of_node_put,retval,cpm->adap.dev.of_node,Global,2,2.36
kernel,xgene_pcie_probe,of_node_get,of_node_put,retval,port->node,Global,2,2.36
kernel,tegra_xusb_port_init,of_node_get,of_node_put,retval,port->dev.of_node,Global,2,2.36
kernel,cs5530_init_chip,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_CYRIX,Global,6,2.28
kernel,ali_find_watchdog,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_AL,Global,6,2.28
kernel,ti_dra7_xbar_route_allocate,of_find_device_by_node,put_device,retval,pdev,Global,4,2.24
kernel,sun9i_a80_get_smp_nodes,of_find_compatible_node,of_node_put,retval,nodes->prcm_node,Global,3,2.19
kernel,sun8i_a83t_get_smp_nodes,of_find_compatible_node,of_node_put,retval,nodes->prcm_node,Global,3,2.19
kernel,cr_backlight_probe,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_INTEL,Global,5,2.08
kernel,of_get_mac_addr_nvmem,of_find_device_by_node,put_device,retval,pdev,Global,3,2.04
kernel,aspeed_g6_smp_prepare_cpus,of_find_compatible_node,of_node_put,retval,secboot_node,Global,2,1.99
kernel,pasemi_nand_probe,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_PASEMI,Global,4,1.88
kernel,cdnsp_get_second_fun,pci_get_device,pci_dev_put,arg0,pdev,Para,2,1.88
kernel,cr_pll_init,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_INTEL,Global,4,1.88
kernel,hyperv_setup_gen1,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_MICROSOFT,Global,4,1.88
kernel,jmicron_probe,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_JMICRON,Global,4,1.88
kernel,oaktrail_hdmi_setup,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_INTEL,Global,4,1.88
kernel,cdns3_get_second_fun,pci_get_device,pci_dev_put,arg0,pdev,Para,2,1.88
kernel,ie31200_init,pci_get_device,pci_dev_put,arg0,ie31200_pci_tbl,Global,4,1.88
kernel,amd8111_dev_probe,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_AMD,Global,4,1.88
kernel,amd8111_pci_probe,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_AMD,Global,4,1.88
kernel,skx_get_hi_lo,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_INTEL,Global,4,1.88
kernel,tegra_mipi_request,of_find_device_by_node,put_device,retval,dev->pdev,Global,2,1.84
kernel,of_iomap,of_find_device_by_node,put_device,retval,op,Global,2,1.84
kernel,mvneta_bm_get,of_find_device_by_node,put_device,retval,pdev,Global,2,1.84
kernel,dwc3_imx8mp_probe,of_find_device_by_node,put_device,retval,dwc3_imx->dwc3,Global,2,1.84
kernel,sun8i_hdmi_phy_get,of_find_device_by_node,put_device,retval,pdev,Global,2,1.84
kernel,snd_ali_create,pci_get_device,pci_dev_put,arg0,,Global,3,1.68
kernel,dw_spi_dma_init_mfld,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_INTEL,Global,3,1.68
kernel,zt5550_hc_init_one,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_DEC,Global,3,1.68
kernel,q_num_set,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_HUAWEI,Global,3,1.68
kernel,setup_ibs_ctl,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_AMD,Global,3,1.68
kernel,i82875p_init,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_INTEL,Global,2,1.48
kernel,vmlfb_get_gpu,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_INTEL,Global,2,1.48
kernel,find_gmch,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_INTEL,Global,2,1.48
kernel,e752x_get_devs,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_INTEL,Global,2,1.48
kernel,i3000_init,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_INTEL,Global,2,1.48
kernel,x38_init,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_INTEL,Global,2,1.48
kernel,i5000_get_devices,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_INTEL,Global,2,1.48
kernel,i82860_init,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_INTEL,Global,2,1.48
kernel,sad_cfg_iio_topology,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_INTEL,Global,2,1.48
kernel,skx_get_all_bus_mappings,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_INTEL,Global,2,1.48
kernel,i7300_get_devices,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_INTEL,Global,2,1.48
kernel,i82975x_init,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_INTEL,Global,2,1.48
kernel,sis630e_get_mac_addr,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_SI,Global,2,1.48
kernel,i5400_get_devices,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_INTEL,Global,2,1.48
kernel,sis190_get_mac_addr_from_apc,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_SI,Global,2,1.48
kernel,i3200_init,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_INTEL,Global,2,1.48
kernel,longhaul_setup_southbridge,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_VIA,Global,2,1.48
kernel,snb_pci2phy_map_init,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_INTEL,Global,2,1.48
kernel,e7xxx_probe1,pci_get_device,pci_dev_put,arg0,PCI_VENDOR_ID_INTEL,Global,2,1.48
