repo_name,test_func,main_api,sec_op,var_type,var,scope,violated_path_num
kernel,pci_iov_add_virtfn,pci_dev_get,pci_dev_put,retval,virtfn->physfn,Global,4
kernel,acpiphp_enumerate_slots,pci_dev_get,pci_dev_put,retval,bridge->pci_dev,Global,4
kernel,tpci200_pci_probe,pci_dev_get,pci_dev_put,retval,,Global,4
kernel,p54p_probe,pci_dev_get,pci_dev_put,retval,,Global,8
kernel,adpt_detect,pci_dev_get,pci_dev_put,retval,,Global,96
kernel,bcm_vk_probe,pci_dev_get,pci_dev_put,retval,vk->pdev,Global,58
kernel,ubi_open_volume,ubi_get_device,put_device,retval,ubi,Local,6
kernel,call_connect_status,xprt_switch_get,xprt_switch_put,arg0,rcu_dereference,Global,2
kernel,rpc_clnt_add_xprt,xprt_switch_get,xprt_switch_put,arg0,rcu_dereference,Global,3
kernel,therm_of_probe,i2c_get_adapter,i2c_put_adapter,retval,adap,Local,2
kernel,kfr2r09_usb0_gadget_i2c_setup,i2c_get_adapter,i2c_put_adapter,retval,a,Local,4
kernel,snd_pmac_keywest_init,i2c_get_adapter,i2c_put_adapter,retval,adap,Local,2
kernel,kfr2r09_serial_i2c_setup,i2c_get_adapter,i2c_put_adapter,retval,a,Local,4
kernel,vpif_probe,i2c_get_adapter,i2c_put_adapter,retval,i2c_adap,Local,2
kernel,mlxreg_lc_probe,i2c_get_adapter,i2c_put_adapter,retval,data->hpdev.adapter,Global,2
kernel,vpfe_probe,i2c_get_adapter,i2c_put_adapter,retval,i2c_adap,Local,2
kernel,mlxreg_hotplug_device_create,i2c_get_adapter,i2c_put_adapter,retval,data->hpdev.adapter,Global,2
kernel,timbradio_probe,i2c_get_adapter,i2c_put_adapter,retval,,Global,2
kernel,oaktrail_lvds_init,i2c_get_adapter,i2c_put_adapter,retval,i2c_adap,Local,29
kernel,vpbe_initialize,i2c_get_adapter,i2c_put_adapter,retval,i2c_adap,Local,8
kernel,sta2x11_vip_init_one,i2c_get_adapter,i2c_put_adapter,retval,vip->adapter,Global,2
kernel,get_shared_pci_device_group,iommu_group_get,iommu_group_put,retval,group,Local,2
kernel,stm32_pctrl_get_irq_domain,of_irq_find_parent,of_node_put,retval,parent,Local,2
kernel,alpine_msix_init_domains,of_irq_find_parent,of_node_put,retval,gic_node,Local,4
kernel,ixp4xx_gpio_probe,of_irq_find_parent,of_node_put,retval,irq_parent,Local,2
kernel,platform_irqchip_probe,of_irq_find_parent,of_node_put,retval,par_np,Global,5
kernel,ti_sci_intr_alloc_parent_irq,of_irq_find_parent,of_node_put,retval,parent_node,Local,2
kernel,ti_sci_intr_irq_domain_probe,of_irq_find_parent,of_node_put,retval,parent_node,Local,8
kernel,visconti_gpio_probe,of_irq_find_parent,of_node_put,retval,irq_parent,Local,2
kernel,ti_sci_inta_irq_domain_probe,of_irq_find_parent,of_node_put,retval,parent_node,Local,11
kernel,msc313_gpio_probe,of_irq_find_parent,of_node_put,retval,parent_node,Local,6
kernel,sifive_gpio_probe,of_irq_find_parent,of_node_put,retval,irq_parent,Local,3
kernel,mvebu_gicp_probe,of_irq_find_parent,of_node_put,retval,irq_parent_dn,Local,4
kernel,am33xx_pm_probe,wkup_m3_ipc_get,wkup_m3_ipc_put,retval,m3_ipc,Global,4
kernel,intcp_init_of,of_find_matching_node,of_node_put,retval,cpcon,Local,2
kernel,omap3xxx_prm_late_init,of_find_matching_node,of_node_put,retval,np,Local,2
kernel,cm_init,of_find_matching_node,of_node_put,retval,cm,Global,2
kernel,bcm_kona_smc_init,of_find_matching_node,of_node_put,retval,node,Local,5
kernel,qoriq_cpufreq_probe,of_find_matching_node,of_node_put,retval,np,Local,2
kernel,ap_flash_init,of_find_matching_node,of_node_put,retval,ebi,Local,2
kernel,xilinx_pci_init,of_find_matching_node,of_node_put,retval,pci_node,Local,2
kernel,tegra114_clock_init,of_find_matching_node,of_node_put,retval,node,Local,3
kernel,ux500_pm_domains_init,of_find_matching_node,of_node_put,retval,np,Local,2
kernel,cci_probe,of_find_matching_node,of_node_put,retval,np,Local,3
kernel,gpio_halt_probe,of_find_matching_node,of_node_put,retval,halt_node,Global,4
kernel,spear_setup_of_timer,of_find_matching_node,of_node_put,retval,np,Local,4
kernel,tegra124_132_clock_init_pre,of_find_matching_node,of_node_put,retval,node,Local,3
kernel,integrator_ap_lm_probe,of_find_matching_node,of_node_put,retval,syscon,Local,4
kernel,integrator_soc_init,of_find_matching_node,of_node_put,retval,np,Local,5
kernel,tegra210_clock_init,of_find_matching_node,of_node_put,retval,node,Local,6
kernel,atl2c_of_init,of_find_matching_node,of_node_put,retval,np,Local,3
kernel,tegra_init_apbmisc,of_find_matching_node,of_node_put,retval,np,Local,2
kernel,tegra_uart_init,of_find_matching_node,of_node_put,retval,node,Local,8
kernel,brcmstb_pm_probe,of_find_matching_node,of_node_put,retval,dn,Local,4
kernel,pxa_dt_irq_init,of_find_matching_node,of_node_put,retval,node,Local,3
kernel,uniphier_cache_init,of_find_matching_node,of_node_put,retval,np,Local,2
kernel,sifive_l2_init,of_find_matching_node,of_node_put,retval,np,Local,5
kernel,gicv2m_of_init,of_find_matching_node,of_node_put,retval,child,Local,3
kernel,tegra_init_fuse,of_find_matching_node,of_node_put,retval,np,Local,3
kernel,fsl_pamu_probe,of_find_matching_node,of_node_put,retval,guts_node,Local,4
kernel,l2x0_of_init,of_find_matching_node,of_node_put,retval,np,Local,3
kernel,at91_pm_modes_init,of_find_matching_node,of_node_put,retval,np,Local,4
kernel,s500_smp_prepare_cpus,of_find_compatible_node,of_node_put,retval,node,Local,2
kernel,dcscb_init,of_find_compatible_node,of_node_put,retval,node,Local,4
kernel,axxia_boot_secondary,of_find_compatible_node,of_node_put,retval,syscon_np,Local,2
kernel,pmac_check_ht_link,of_find_compatible_node,of_node_put,retval,pcix_node,Local,2
kernel,zynq_get_revision,of_find_compatible_node,of_node_put,retval,np,Local,2
kernel,icp_hv_init,of_find_compatible_node,of_node_put,retval,np,Local,2
kernel,uv_init,of_find_compatible_node,of_node_put,retval,node,Local,3
kernel,hip04_smp_init,of_find_compatible_node,of_node_put,retval,np,Local,10
kernel,mtk_pcie_subsys_powerup,of_find_compatible_node,of_node_put,retval,cfg_node,Local,7
kernel,m10v_smp_init,of_find_compatible_node,of_node_put,retval,np,Local,2
kernel,ppc440spe_adma_setup_irqs,of_find_compatible_node,of_node_put,retval,np,Local,2
kernel,gsc_hwmon_get_devtree_pdata,of_find_compatible_node,of_node_put,retval,fan,Local,10
kernel,rcar_gen2_pm_init,of_find_compatible_node,of_node_put,retval,np,Local,2
kernel,npcm7xx_smp_prepare_cpus,of_find_compatible_node,of_node_put,retval,scu_np,Local,2
kernel,at91_get_cidr_exid_from_dbgu,of_find_compatible_node,of_node_put,retval,np,Local,2
kernel,tc2_pm_init,of_find_compatible_node,of_node_put,retval,np,Local,5
kernel,mxs_get_ocotp,of_find_compatible_node,of_node_put,retval,np,Local,2
kernel,socfpga_smp_prepare_cpus,of_find_compatible_node,of_node_put,retval,np,Local,2
kernel,altr_portb_setup,of_find_compatible_node,of_node_put,retval,np,Local,9
kernel,sun9i_a80_get_smp_nodes,of_find_compatible_node,of_node_put,retval,nodes->prcm_node,Global,3
kernel,enetc_pf_register_with_ierb,of_find_compatible_node,of_node_put,retval,ierb_node,Local,2
kernel,opal_psr_init,of_find_compatible_node,of_node_put,retval,psr,Local,2
kernel,meson_smp_prepare_cpus,of_find_compatible_node,of_node_put,retval,node,Local,3
kernel,meson_secure_pwrc_probe,of_find_compatible_node,of_node_put,retval,sm_np,Local,2
kernel,brcmstb_biuctrl_init,of_find_compatible_node,of_node_put,retval,np,Local,2
kernel,sun8i_a83t_get_smp_nodes,of_find_compatible_node,of_node_put,retval,nodes->prcm_node,Global,3
kernel,hi3xxx_smp_prepare_cpus,of_find_compatible_node,of_node_put,retval,np,Local,2
kernel,dpaa2_ptp_probe,of_find_compatible_node,of_node_put,retval,node,Local,6
kernel,ill_acc_of_setup,of_find_compatible_node,of_node_put,retval,np,Local,4
kernel,imx7_src_init,of_find_compatible_node,of_node_put,retval,np,Local,2
kernel,rcar_sysc_pd_init,of_find_compatible_node,of_node_put,retval,has_cpg_mstp,Global,6
kernel,ehci_hcd_ppc_of_probe,of_find_compatible_node,of_node_put,retval,np,Local,2
kernel,dtb_lapic_setup,of_find_compatible_node,of_node_put,retval,dn,Local,3
kernel,format_show,of_find_compatible_node,of_node_put,retval,node,Local,2
kernel,update_fec_mac_prop,of_find_compatible_node,of_node_put,retval,np,Local,3
kernel,aspeed_g6_smp_prepare_cpus,of_find_compatible_node,of_node_put,retval,secboot_node,Global,2
kernel,opal_sensor_groups_init,of_find_compatible_node,of_node_put,retval,sg,Local,2
kernel,at91_pm_modes_init,of_find_compatible_node,of_node_put,retval,np,Local,3
kernel,fsl_rio_setup,of_find_compatible_node,of_node_put,retval,np,Local,2
kernel,opal_powercap_init,of_find_compatible_node,of_node_put,retval,powercap,Local,5
kernel,sdhci_esdhc_probe,of_find_compatible_node,of_node_put,retval,,Global,32
kernel,dove_init_pmu,of_find_compatible_node,of_node_put,retval,np_pmu,Local,2
